#Om      s8       SN1      SN2      BHFF
0.334205 0.818173 0.949259 0.805306 0.541011
0.322950 0.868084 1.598676 1.785882 0.383176
0.278411 0.783535 0.427658 0.601714 2.550806
0.275024 0.873613 2.467481 1.346485 0.825313
0.319617 0.782237 0.555048 0.998836 1.404557
0.338372 0.840742 1.321890 1.516253 3.976469
0.303769 0.816836 0.258301 0.516453 0.292305
0.306037 0.854111 0.877905 0.658606 0.492350
0.350322 0.830204 3.125687 1.954818 2.366402
0.326576 0.887035 0.465279 0.741711 1.675177
0.292282 0.795659 1.470522 1.010670 0.697394
0.287077 0.841886 0.389649 1.755135 1.169222
0.332564 0.811262 1.722835 0.644140 0.994126
0.346309 0.861284 0.725318 1.175292 0.351142
0.310832 0.790137 3.691860 0.792077 3.301257
0.297783 0.874917 1.095280 0.858996 2.789594
0.343576 0.803770 0.305967 1.260752 0.418795
0.314821 0.855466 2.061158 0.575166 0.591602
0.279038 0.824842 0.648634 1.550442 1.969415
0.279726 0.845884 2.282103 0.637364 3.580656
0.314289 0.808899 0.640968 1.736897 0.263531
0.343034 0.866996 1.073579 0.800380 0.746182
0.298481 0.789540 0.339683 1.187759 1.268017
0.311365 0.880576 0.811267 1.247655 1.493944
0.345620 0.803120 3.606497 0.849967 0.621237
0.331865 0.859516 0.377560 1.566884 0.439681
0.287620 0.822531 1.932212 0.581190 2.116557
0.291750 0.869220 0.457028 0.988498 0.317002
0.327265 0.784996 1.636034 1.332264 2.984719
0.351020 0.834582 0.968814 0.521953 1.054120
0.305495 0.817881 3.078583 1.532081 0.895157
0.303081 0.848003 1.285323 1.934187 0.529138
0.338904 0.831302 0.290697 0.651791 1.758710
0.320159 0.882589 2.754493 1.021212 2.484928
0.274326 0.798365 0.541158 0.749608 0.373485
0.277850 0.887158 1.504631 1.664568 1.371060
0.323668 0.796314 0.497148 0.567066 0.807167
0.334913 0.852612 3.330753 1.216358 0.284925
0.299105 0.829238 0.895839 0.902460 3.873601
0.306991 0.839190 0.264337 0.814401 2.326452
0.352492 0.815817 1.412673 1.109527 0.483648
0.326237 0.873789 0.591563 0.595057 0.682781
0.290746 0.782945 2.518313 1.765904 1.643484
0.286129 0.854816 0.693063 1.085153 0.968407
0.330389 0.824713 2.108967 0.731206 1.139700
0.346644 0.875889 0.312217 1.885828 3.228680
0.312374 0.805263 1.167138 0.691987 0.342768
0.294952 0.862309 3.945403 0.530962 0.410872
0.339530 0.791683 0.742267 1.431534 2.731147
0.318285 0.841184 1.758327 0.922805 1.934605
0.283697 0.811081 0.415283 1.354629 0.581614
0.282504 0.864611 0.928491 1.802741 2.068106
0.316979 0.786809 2.950456 0.614085 0.429879
0.340734 0.845210 0.436812 1.131905 0.608623
0.296249 0.807938 1.563672 0.839874 1.464694
0.313675 0.858790 2.642492 0.882226 1.238598
0.347842 0.821518 0.519155 1.202034 0.729286
0.329097 0.878244 1.229753 0.553977 0.258087
0.284920 0.800442 0.278130 1.643854 3.509438
0.289518 0.837309 1.030033 1.397945 0.366176
0.324965 0.820268 0.325906 0.942055 2.434499
0.353710 0.870184 2.183573 1.476310 1.719523
0.308273 0.785666 0.613295 0.541671 0.517031
0.300382 0.883606 0.361869 0.683838 0.877363
0.336136 0.799088 1.851915 1.843546 1.032357
0.322381 0.850678 0.775465 0.722106 2.917166
0.276636 0.833637 3.447349 1.060105 0.309650
0.275628 0.851990 0.299528 0.588513 1.609552
0.321357 0.828119 1.119698 1.603906 0.669207
0.337612 0.884931 0.663083 0.860095 0.472431
0.301873 0.793531 2.017733 1.276270 2.273797
0.304301 0.871509 1.685120 1.151735 3.794991
0.349714 0.780109 0.397992 0.784556 0.279349
0.328469 0.838621 3.770997 1.683078 0.788699
0.293046 0.814751 0.709454 0.624340 1.340511
0.288897 0.877011 3.192422 0.767319 0.568444
0.333088 0.805881 0.858631 1.034080 1.889719
0.344333 0.857596 1.438212 0.666741 2.676824
0.310151 0.826943 0.475201 1.957236 0.402385
0.297253 0.844016 0.567555 1.501792 0.335127
0.341762 0.813364 2.416105 0.506123 3.154772
0.315508 0.863378 0.252929 1.305041 1.117387
0.281008 0.792248 1.351702 0.957869 0.948745
0.281433 0.849001 0.581900 1.286310 1.249964
0.315708 0.831953 2.504149 0.875039 0.750573
0.341953 0.881915 0.262856 1.578547 0.265800
0.297688 0.797391 1.389626 0.586360 3.539251
0.309638 0.868493 3.313790 0.629202 2.095591
0.344221 0.783969 0.881676 1.712474 0.445430
0.332966 0.835632 1.480812 0.772212 0.631066
0.288393 0.818584 0.494606 1.147417 1.483154
0.293169 0.879921 1.787185 1.993939 0.884819
0.328972 0.802126 0.417552 0.671076 1.063204
0.350227 0.860481 3.967044 1.028903 3.002302
0.304414 0.823215 0.754466 0.756210 0.312494
0.301682 0.846901 0.313875 0.975920 0.370790
0.337177 0.809635 1.186113 1.313424 2.524287
0.320932 0.866289 0.704316 0.503543 1.781733
0.275427 0.788494 2.120123 1.480166 0.523899
0.277060 0.861694 0.383853 0.826031 3.850634
0.322579 0.790571 1.943254 1.123947 0.289062
0.336324 0.842319 0.815920 0.615993 0.816676
0.300814 0.811672 3.666681 1.830352 1.359247
0.307762 0.855899 1.079194 1.616904 1.622127
0.353599 0.825253 0.345178 0.550038 0.689674
0.324845 0.875327 2.318971 1.205661 0.487209
0.289017 0.804203 0.644306 0.895809 2.290009
0.285040 0.840306 2.709742 0.538592 0.339809
0.329598 0.816428 0.538163 1.450013 3.266693
0.348353 0.873207 1.278238 0.955189 1.156247
0.313786 0.781800 0.285981 1.404189 0.962651
0.296060 0.886629 0.963629 1.053993 0.572501
0.340301 0.795221 3.029123 0.709307 1.948821
0.316556 0.853675 0.449676 1.869397 2.758672
0.282305 0.829797 1.627245 0.686831 0.405530
0.283587 0.884273 3.790624 0.909557 1.449617
0.317774 0.800042 0.720912 1.237494 0.616418
0.339029 0.849701 1.712373 0.558102 0.436566
0.294832 0.832993 0.400072 1.658473 2.052369
0.312572 0.836279 0.674151 1.779650 3.460317
0.347066 0.819571 2.029315 0.605452 0.259724
0.330822 0.870905 0.301241 1.092074 0.735901
0.286317 0.786673 1.138365 0.811346 1.224571
0.290313 0.857833 0.251571 0.704965 0.513088
0.326048 0.820854 1.329966 1.898087 1.746258
0.352293 0.878878 0.558441 0.727543 2.465668
0.306568 0.801429 2.403190 1.069445 0.362402
0.299606 0.865299 1.414867 1.380160 0.306142
0.335033 0.787849 0.472578 0.928730 2.943582
0.323778 0.844200 3.174736 1.424234 1.038887
0.278361 0.807221 0.844676 0.523318 0.865076
0.274213 0.842861 1.223456 1.168185 2.245221
0.319645 0.812765 0.273725 0.794750 0.477306
0.338400 0.863999 2.600698 1.742290 0.674286
0.302959 0.793380 0.516508 0.647128 1.585029
0.305696 0.877579 0.429688 0.571663 1.332184
0.351446 0.806960 1.554920 1.555740 0.799823
0.327700 0.856494 0.923275 0.852529 0.282523
0.291941 0.826398 2.902277 1.266868 3.761214
0.287185 0.872111 0.779571 1.523367 0.396260
0.331674 0.781261 3.503337 0.512657 2.697148
0.345419 0.837499 0.367754 1.350842 1.909232
0.310940 0.814119 1.861759 0.992911 0.561310
0.298984 0.850921 2.219448 0.745284 0.940307
0.343157 0.827541 0.616657 1.003114 1.130101
0.314402 0.885480 1.035657 0.660933 3.199315
0.280239 0.794630 0.331254 1.942647 0.333047
0.279541 0.869774 1.161619 0.518002 0.602253
0.314944 0.785233 0.321004 1.539578 1.417447
0.343689 0.836876 2.168313 0.982437 2.002664
0.298296 0.819857 0.689788 1.336873 0.425110
0.310397 0.850245 0.408314 1.013781 0.255393
0.346118 0.833227 1.825025 0.753052 3.396134
0.332363 0.883196 0.770421 1.922572 1.199370
0.286652 0.798654 3.879204 0.653963 0.721216
0.292483 0.845646 0.900093 0.803174 1.700437
0.327002 0.808345 3.239590 1.180414 0.500663
0.350757 0.865018 0.483540 0.640408 0.354359
0.306228 0.787247 1.511779 1.723984 2.409005
0.303657 0.878650 2.561289 1.572022 2.884839
0.337859 0.800879 0.569945 0.577718 0.299842
0.319113 0.859226 1.361045 1.253561 0.849032
0.274902 0.821925 0.268848 0.843684 1.021565
0.278912 0.857164 2.962068 1.876804 0.467505
0.323070 0.826533 0.984014 0.697206 2.200318
0.334316 0.876601 1.661706 1.081321 1.558659
0.300167 0.805447 0.439729 0.735779 0.661753
0.307276 0.862968 0.527059 0.918506 0.780484
0.351741 0.791814 2.771321 1.364674 1.297175
0.325486 0.843583 0.292474 0.529244 3.674947
0.291031 0.812952 1.251834 1.440061 0.276241
0.285609 0.885338 0.353046 1.223823 2.647019
0.331374 0.793968 1.056992 0.899396 0.389668
0.347628 0.852427 0.631067 1.677178 0.550084
0.311854 0.828527 2.371872 0.564323 1.870022
0.294281 0.839058 1.983902 0.598683 1.104971
0.339737 0.815158 0.375267 1.759984 0.918739
0.318492 0.871916 3.584596 0.820397 0.324295
0.283026 0.780546 0.832968 1.104393 3.121964
0.281773 0.834172 0.462821 1.465134 0.771093
0.317244 0.817446 1.446998 0.544322 1.281366
0.340999 0.868787 0.863879 1.389374 3.620952
0.295518 0.784585 3.109243 0.945314 0.272133
0.313097 0.882156 1.300544 0.716852 0.454365
0.348886 0.797954 0.256897 1.064976 2.138809
0.330141 0.847594 2.454017 0.679732 1.510737
0.284342 0.830868 0.546074 1.849688 0.641524
0.289705 0.867432 2.071712 1.135857 1.088534
0.324312 0.789948 0.659055 0.834680 0.905246
0.353057 0.846291 1.112900 1.811351 0.320344
0.308460 0.809336 0.307540 0.609519 3.084378
0.301346 0.859923 0.737363 0.555793 2.566115
0.335636 0.822968 3.712737 1.634034 0.377685
0.321881 0.881012 0.391844 0.886402 0.534704
0.277601 0.803527 1.751406 1.193148 1.817476
0.276144 0.875455 0.603003 0.663550 0.294425
0.320371 0.804852 2.266402 1.971999 3.914618
0.336626 0.854406 0.338268 0.764610 1.386458
0.302389 0.824280 1.012750 1.040548 0.833551
0.304976 0.840774 3.431049 1.298961 0.705567
0.349509 0.810647 0.797289 0.964972 1.660838
0.328264 0.861876 1.904029 1.496931 2.352511
0.293721 0.791272 0.360159 0.509137 0.499471
0.287831 0.853018 1.590356 0.865374 3.334198
0.333684 0.829676 0.420849 1.271938 0.346612
0.344929 0.887594 2.842627 0.592971 0.978646
0.309086 0.796721 0.944338 1.596147 1.177695
0.296970 0.874225 0.279451 1.693336 1.997868
0.342515 0.783353 1.196094 0.622247 0.588126
0.316260 0.839596 0.504944 1.160214 0.415209
0.280725 0.816254 2.655046 0.780925 2.822248
0.280650 0.839796 1.455050 1.845830 1.485316
0.316493 0.815896 0.460387 0.677255 0.631864
0.342747 0.874342 3.084437 1.062045 0.447277
0.296895 0.782972 0.866326 0.715694 2.103977
0.309161 0.887975 0.256147 0.942828 3.524582
0.344696 0.796604 1.310851 1.384142 0.264750
0.333451 0.853376 0.548932 0.542522 0.749507
0.287907 0.829476 2.440257 1.462574 1.248371
0.293953 0.862230 0.657200 1.190060 0.525990
0.328189 0.791077 2.088351 0.883021 1.789105
0.349435 0.841157 0.309169 1.628704 2.527447
0.305208 0.810527 1.106729 0.554803 0.371326
0.302157 0.854526 3.733633 0.608228 0.312092
0.336700 0.823896 0.733531 1.804833 2.998002
0.320445 0.875651 1.737617 0.832341 1.058991
0.275912 0.804498 0.392995 1.134067 0.881144
0.277521 0.881077 2.258274 0.510663 2.287115
0.322118 0.803304 0.607392 1.499064 0.486502
0.335873 0.859965 1.017327 0.967210 0.686927
0.301267 0.822663 0.336141 1.303466 1.615421
0.308540 0.846596 0.802258 1.043804 1.364642
0.352820 0.809294 3.415215 0.766125 0.820072
0.324075 0.867655 0.357538 1.976814 0.289431
0.289785 0.789883 1.910740 0.666214 3.856121
0.284580 0.847819 0.423517 0.783396 0.403859
0.330060 0.830801 1.583184 1.162459 2.747716
0.348805 0.882457 0.937525 0.623798 1.946012
0.313334 0.797916 2.852828 1.700068 0.571783
0.295281 0.868825 1.191881 1.600866 0.964032
0.341079 0.784284 0.281502 0.593846 1.157731
0.317325 0.834239 2.667328 1.274832 3.280315
0.281536 0.817221 0.501822 0.868405 0.341162
0.282793 0.871589 0.323011 0.652601 1.219717
0.318567 0.780715 1.156283 1.915562 0.732846
0.339812 0.838648 0.684753 0.750978 0.259391
0.294048 0.815304 2.175910 1.012146 3.455357
0.312087 0.852281 1.818442 1.333361 2.054945
0.347553 0.828937 0.411277 0.978736 0.437196
0.331298 0.885169 3.896818 1.534484 0.618877
0.285842 0.794295 0.765593 0.517098 1.455620
0.291106 0.843410 3.228246 0.841497 0.863846
0.325254 0.813284 0.906720 1.248783 1.037566
0.351509 0.862825 1.518740 0.575835 2.931389
0.307351 0.792222 0.480540 1.569216 0.304931
0.300092 0.876193 0.573546 1.720326 0.363906
0.334548 0.805591 2.549685 0.638105 2.475527
0.323303 0.856832 0.266914 1.177108 1.748797
0.278838 0.826706 1.365958 0.801906 0.513738
0.274665 0.858975 0.981162 1.444372 3.776907
0.319193 0.822019 2.985605 0.530000 0.283647
0.337938 0.878376 0.442021 1.367843 0.800969
0.303419 0.800890 1.652354 0.921689 1.333898
0.306465 0.865007 2.786683 0.738080 1.582738
0.350677 0.787522 0.524276 1.083466 0.673442
0.326922 0.845553 1.241873 0.698911 0.475340
0.292720 0.808597 0.293309 1.884334 2.236296
0.286732 0.883105 1.062964 1.107889 0.333472
0.332125 0.798903 0.351219 0.821982 3.203869
0.345880 0.850230 2.353148 1.764367 1.134584
0.310478 0.833506 0.632907 0.601065 0.944219
0.298216 0.836597 0.374203 0.565993 0.559072
0.343927 0.819873 1.999794 1.679647 1.901344
0.315181 0.869525 0.837399 0.901441 2.693747
0.279461 0.785324 3.564798 1.228113 0.395684
0.280003 0.885890 0.718336 0.813351 0.716277
0.314483 0.794484 3.818160 1.096391 1.191387
0.343238 0.851248 0.401885 0.607354 3.363842
0.298749 0.827372 1.701583 1.783059 0.253001
0.311176 0.837668 2.041945 1.662211 0.429197
0.345338 0.813792 0.671045 0.560045 2.021530
0.331593 0.872257 1.130071 1.241127 1.427170
0.287420 0.780851 0.302305 0.910880 0.606296
0.292022 0.856638 1.338385 0.524521 1.012007
0.327464 0.825991 0.250439 1.429144 0.840967
0.351209 0.877753 2.385834 0.931493 0.297849
0.305777 0.806629 0.560449 1.382097 2.865117
0.302877 0.864331 0.470920 1.072034 2.425204
0.338637 0.793207 1.425235 0.730449 0.356794
0.319882 0.843268 0.848595 1.903985 0.505384
0.274132 0.812621 3.155065 0.706347 1.716801
0.278129 0.844474 0.275251 1.262710 0.278092
0.323855 0.807210 1.217012 0.850993 3.700270
0.335109 0.865550 0.512391 1.551678 1.309434
0.299374 0.787756 2.608044 0.569470 0.787980
0.306799 0.878972 1.550360 0.645300 0.655577
0.352217 0.801177 0.433099 1.739508 1.543822
0.325972 0.857844 2.917430 0.793049 2.185649
0.290545 0.820579 0.918110 1.163956 0.464318
0.286393 0.870920 3.493434 1.937258 3.151909
0.330590 0.786394 0.785842 0.659851 0.327356
0.346836 0.836370 1.871598 1.001001 0.925061
0.312648 0.819322 0.365720 0.742553 1.112367
0.294756 0.849950 0.620132 0.989607 1.857259
0.339260 0.832902 2.207897 1.348453 0.546411
0.318005 0.884552 0.328648 0.511299 0.385954
0.283511 0.800027 1.038692 1.517600 2.622285
0.282224 0.853557 2.496859 1.150249 0.647574
0.316792 0.830178 0.586531 0.775267 1.525272
0.340537 0.886429 1.396851 1.717860 2.153187
0.295979 0.795579 0.261380 0.630405 0.457488
0.313866 0.872849 0.886570 0.587680 0.270324
0.348117 0.782000 3.296265 1.584046 3.596210
0.329362 0.839924 0.490674 0.877610 1.269382
0.285121 0.816545 1.485026 1.288178 0.763766
0.289253 0.874943 0.419914 1.483573 1.829947
0.324763 0.804323 1.777921 0.505278 0.538292
0.353518 0.855545 0.748516 1.317327 0.381315
0.307998 0.825448 3.978584 0.977292 2.590292
0.300578 0.842123 1.182735 0.758043 3.055042
0.336406 0.812026 0.316394 1.033010 0.317345
0.322661 0.861574 2.131373 0.673160 0.899050
0.276823 0.790954 0.700435 1.997852 1.081286
0.275350 0.866247 1.955390 0.892871 0.494710
0.321163 0.788799 0.382092 1.203485 2.330532
0.337409 0.846836 3.639891 0.548601 1.649505
0.301605 0.809858 0.818785 1.610706 0.700855
0.304491 0.860258 0.343938 1.825188 0.839290
0.349996 0.823280 1.087010 0.615008 1.395733
0.328741 0.879616 0.647241 1.121538 3.952155
0.293245 0.802168 2.304407 0.823043 0.297205
0.288624 0.835330 0.536286 0.684924 2.803426
0.332890 0.818622 2.729658 1.866342 0.412379
0.344144 0.868268 0.287301 0.707815 0.582638
0.309869 0.784036 1.270291 1.050128 1.978845
0.297457 0.881848 3.048234 1.399513 1.188830
0.342029 0.797616 0.959271 0.953502 0.988042
0.315784 0.848963 1.615526 1.446175 0.348934
0.281202 0.832254 0.451302 0.536551 3.357186
0.281088 0.863258 2.933107 1.640920 0.251181
0.315270 0.792632 0.933095 0.552171 3.417045
0.341525 0.843821 1.575699 1.197452 1.206959
0.297333 0.813717 0.435436 0.879939 0.709201
0.310071 0.857242 0.520856 0.838548 0.599282
0.344571 0.827139 2.622572 1.128736 1.439500
0.333326 0.876627 0.276778 0.611876 2.033477
0.288816 0.806001 1.237092 1.798916 0.423084
0.292809 0.838240 0.326940 1.058395 2.836795
0.328549 0.814868 1.022161 0.720117 0.301737
0.349793 0.871151 0.610276 1.836823 0.854255
0.304064 0.780309 2.196465 0.682414 1.004721
0.302110 0.884732 1.840909 0.540726 1.692324
0.337533 0.793889 0.363640 1.471425 0.508368
0.321278 0.851873 3.473496 0.938506 0.359874
0.275865 0.828501 0.772941 1.394273 2.397106
0.276711 0.850641 1.124096 0.626824 0.775648
0.322149 0.833938 0.297467 1.687269 1.319029
0.335904 0.883539 2.009312 0.786072 3.737493
0.300456 0.799313 0.667511 1.155381 0.274483
0.308198 0.869959 0.395397 1.280745 0.460300
0.353942 0.785733 1.692344 0.862050 2.211432
0.325197 0.837008 0.714421 1.606268 1.566267
0.289443 0.820306 3.756444 0.590255 0.651665
0.284687 0.877939 0.852944 0.961188 1.097933
0.329173 0.800484 3.205766 1.308072 0.934380
0.347918 0.858567 0.478498 0.506845 0.329760
0.313442 0.821582 1.432570 1.506288 3.102604
0.296482 0.845145 2.425439 1.965089 2.606682
0.340659 0.808161 0.563615 0.668370 0.391568
0.316904 0.864570 1.345919 1.036132 0.552859
0.282736 0.787115 0.254591 0.769718 1.841214
0.283935 0.841591 0.636776 0.580154 0.452315
0.318205 0.810937 2.291836 1.561773 2.172636
0.339450 0.862640 0.342069 0.846724 1.534890
0.295190 0.791509 1.069458 1.244425 0.638521
0.312136 0.876062 3.620737 1.185887 0.757926
0.346724 0.804931 0.805703 0.798136 1.289146
0.330469 0.854960 1.924108 1.730646 3.642323
0.285891 0.824306 0.380074 0.636013 0.267531
0.290666 0.873935 1.642320 0.748397 2.554089
0.326474 0.782535 0.453845 1.018401 0.383725
0.352729 0.839359 3.065476 0.649416 0.543163
0.306911 0.815489 0.975202 1.930153 1.809265
0.299185 0.852939 0.288778 1.529405 1.070134
0.334676 0.829069 1.290724 0.520228 0.910584
0.323430 0.887568 0.544900 1.327248 0.322287
0.277930 0.796168 2.743630 0.985900 3.031728
0.274559 0.882868 0.498767 1.772925 0.694635
0.320084 0.798349 1.493257 0.596540 1.668239
0.338829 0.848253 0.891504 1.111675 2.363394
0.303314 0.831211 3.350702 0.816977 0.491649
0.305263 0.834673 1.404396 0.905622 0.292675
0.351095 0.817631 0.265653 1.219125 3.982254
0.327340 0.869235 2.537628 0.567902 1.410174
0.291517 0.784717 0.589687 1.669489 0.828737
0.287544 0.859528 2.096389 1.359327 1.966591
0.332098 0.822256 0.696440 0.924946 0.590843
0.345853 0.880669 1.176015 1.433575 0.417057
0.311290 0.802869 0.311207 0.532554 2.778535
0.298556 0.867247 0.744637 0.694765 3.314925
0.342801 0.789447 3.915331 1.890433 0.352543
0.314056 0.846159 0.413229 0.732655 0.995560
0.279801 0.808888 1.768671 1.088548 1.170689
0.279269 0.855134 0.355709 0.934596 2.130721
0.314745 0.825015 1.880490 1.373796 0.442706
0.343500 0.874509 0.789574 0.526932 0.627102
0.298014 0.803913 3.397818 1.418745 1.508273
0.310601 0.861140 1.000731 1.910571 1.256168
0.346385 0.790544 0.334258 0.702016 0.739071
0.332640 0.841713 2.245576 1.077280 0.261771
0.286847 0.811594 0.597470 0.724919 3.556215
0.292206 0.886866 2.681434 0.602865 0.377072
0.326808 0.795986 0.509970 1.791499 2.508415
0.350553 0.853965 1.211257 0.808492 1.770830
0.305961 0.830614 0.282997 1.099987 0.532684
0.303846 0.840332 0.952934 1.231901 0.889056
0.338140 0.816982 2.868479 0.915230 1.047093
0.319385 0.873286 0.425831 1.651931 2.956309
0.275101 0.782406 1.609170 0.562000 0.314043
0.278648 0.867834 0.551792 1.006964 1.632249
0.322868 0.783626 2.479683 0.740150 0.678244
0.334124 0.834920 0.260291 1.951622 0.479053
0.299893 0.818189 1.317708 0.656777 2.304688
0.307473 0.848552 3.135906 0.514497 3.910881
0.352011 0.831821 0.871294 1.512240 0.287611
0.325766 0.881414 1.463363 0.997071 0.812713
0.291217 0.797206 0.468059 1.342001 1.380281
0.285330 0.847244 1.728284 1.544499 0.576168
0.331187 0.810294 0.386674 0.573662 1.916208
0.347431 0.866684 3.673654 1.258476 2.712966
0.311585 0.789205 0.729606 0.856179 0.408059
0.294472 0.880054 0.304152 0.789212 0.345069
0.340012 0.802575 1.100627 1.172773 3.250826
0.318757 0.860665 0.653563 0.643110 1.150436
0.283227 0.823716 2.054420 1.750184 0.977719
0.282038 0.877342 1.262577 1.321716 3.476021
0.317446 0.806196 0.294987 0.971423 0.255679
0.341191 0.856204 2.802682 1.490391 0.724317
0.295793 0.825580 0.533028 0.501601 1.230337
0.312901 0.842835 0.444331 0.675489 1.474791
0.348616 0.812211 1.679074 1.985602 0.612701
0.329861 0.863920 0.997008 0.761752 0.434007
0.284155 0.792774 3.001140 1.025189 2.087658
0.289985 0.851686 0.823790 1.705162 0.307582
0.324499 0.827778 3.545054 0.633389 2.897263
0.353254 0.886298 0.372138 1.143378 1.022713
0.308730 0.794920 1.967336 0.777809 0.868998
0.301155 0.872665 2.340568 0.871086 0.521913
0.335361 0.781287 0.622743 1.294330 1.736012
0.321616 0.838106 1.045870 0.584045 2.450787
0.277400 0.814198 0.349334 1.589576 0.368697
0.276417 0.835937 3.833181 0.712031 1.353142
0.320569 0.818912 0.761291 1.046730 0.796279
0.336814 0.870509 1.808261 0.690002 0.281223
0.302672 0.785961 0.404569 1.857647 3.821032
0.304772 0.884142 0.681262 1.455219 2.258657
0.349242 0.799594 2.141499 0.534656 0.469197
0.327987 0.849516 0.317896 1.410069 0.662942
0.293527 0.832492 1.150364 0.948940 1.594244
0.288109 0.865958 0.271294 0.546062 0.955266
0.333877 0.788192 1.373413 1.622564 1.124897
0.345132 0.844912 0.576688 0.889878 3.185122
0.309354 0.807617 2.591571 1.210819 0.338288
0.296781 0.858281 1.526815 1.116112 0.398562
0.342233 0.820985 0.488355 0.829277 2.651789
0.315988 0.879379 3.280680 1.818993 1.876805
