#     Om       s8      SN1      SN2      AGN      WDM
0.245914 0.835741 0.486482 0.969584 1.437870 0.493202
0.180920 0.631749 2.928186 1.905519 0.467409 0.348393
0.309471 0.993970 1.886878 0.552625 3.015772 0.170014
0.368259 0.695529 1.086395 0.872314 2.555597 0.197945
0.147520 0.933311 3.537844 1.768956 0.945635 0.505351
0.276189 0.737303 1.282907 1.105483 1.901490 0.397884
0.407843 0.899497 2.592458 1.251805 3.101281 0.088552
0.449638 0.624146 1.612136 1.715901 1.400503 0.146897
0.265641 0.960975 2.206896 0.737869 3.949782 0.325276
0.107287 0.758644 0.768609 1.386891 2.642425 0.439243
0.377245 0.821839 3.912877 1.157898 0.503288 0.247384
0.345017 0.720278 2.779310 0.917261 0.965993 0.096202
0.164121 0.857082 1.974901 1.438536 2.168531 0.405534
0.211931 0.659414 3.343608 0.686978 3.490522 0.543845
0.478741 0.922586 0.401664 1.958666 1.877813 0.236439
0.483128 0.703198 1.721782 1.292943 2.441341 0.255747
0.201499 0.866368 3.019667 1.064311 0.828633 0.447598
0.172455 0.664013 0.658501 1.809831 2.011514 0.332428
0.343120 0.900818 3.099644 0.831427 3.214052 0.154057
0.384721 0.602378 2.420640 0.593059 3.706282 0.243613
0.106242 0.965574 1.381856 1.865119 1.567146 0.551011
0.270836 0.767930 3.702739 1.011197 0.340305 0.413905
0.438403 0.804758 0.995171 1.532113 2.889584 0.104581
0.403636 0.680969 3.791870 1.999473 1.072011 0.161782
0.286850 0.943165 0.845128 0.646206 2.271802 0.340153
0.139447 0.739345 2.334712 1.479790 3.381416 0.486167
0.370269 0.877125 1.527778 0.876019 1.771454 0.294315
0.302103 0.775564 0.273647 1.199397 1.282211 0.081509
0.182219 0.837782 3.428222 1.345358 3.830574 0.390833
0.240953 0.641604 2.096109 0.778372 2.764948 0.497097
0.474926 0.979410 2.702535 1.675386 0.626727 0.189699
0.456582 0.626555 0.796215 1.033209 3.152275 0.385996
0.228030 0.988358 3.943466 1.602189 1.952469 0.070895
0.198993 0.790641 1.580469 0.522685 0.894086 0.215674
0.316584 0.828812 2.179570 1.840429 2.504034 0.517295
0.361312 0.730376 3.371841 1.740486 2.949572 0.366113
0.129659 0.892206 0.432423 0.808682 0.401195 0.181965
0.294240 0.689922 2.747813 1.316901 1.503509 0.289464
0.414978 0.928118 1.948203 1.135418 3.641716 0.475538
0.430215 0.751803 2.842439 0.709394 1.826836 0.525036
0.260257 0.814584 1.796331 1.652275 3.439531 0.223415
0.112860 0.618527 3.287746 1.222988 2.220096 0.109418
0.396858 0.955721 0.572853 1.416831 1.017544 0.424519
0.325570 0.654158 1.197444 1.502168 0.569500 0.452450
0.158760 0.916962 2.502653 0.945731 2.708622 0.266376
0.217482 0.713019 1.176034 1.928731 3.884154 0.128097
0.498377 0.850239 3.624500 0.621882 1.334861 0.312245
0.497957 0.653160 0.929897 0.722457 1.675743 0.517764
0.217914 0.916354 3.868178 1.642130 3.345200 0.216135
0.159158 0.714023 1.450277 1.233339 2.308817 0.070362
0.325160 0.850853 2.251024 1.403516 1.166690 0.385471
0.396448 0.752416 3.505494 1.515197 0.707661 0.475013
0.113258 0.815588 0.357564 0.935643 2.786359 0.288932
0.260689 0.617920 2.617994 1.939163 3.808136 0.182426
0.429794 0.954723 2.019572 0.608555 1.202080 0.366582
0.415340 0.731032 3.001726 1.046650 3.250266 0.423964
0.293891 0.893252 1.695837 1.591689 2.107223 0.108856
0.129275 0.689261 3.124968 0.532704 0.733951 0.223785
0.361684 0.927065 0.677181 1.827514 2.404324 0.525414
0.316956 0.625501 1.356761 1.753870 2.868176 0.312623
0.198609 0.987696 2.401731 0.798217 0.259373 0.128467
0.227681 0.791688 1.012883 1.326932 1.647279 0.265814
0.456942 0.829469 3.728913 1.122423 3.728723 0.451895
0.474541 0.776471 1.881156 1.962720 0.995937 0.154488
0.241326 0.838299 2.918802 0.679994 2.138966 0.332866
0.182578 0.640703 0.495408 1.446207 3.519629 0.447104
0.301756 0.978900 3.204114 0.912520 1.849242 0.255245
0.369922 0.680460 2.579870 1.162633 1.370988 0.104079
0.139806 0.942265 1.281305 1.379227 3.979776 0.413410
0.287223 0.739860 3.539904 0.744846 2.613804 0.551449
0.403250 0.878030 1.099441 1.711852 0.532345 0.244044
0.438799 0.601813 3.925465 1.256591 2.585162 0.293723
0.270428 0.964619 0.770211 1.097767 0.915691 0.485582
0.105820 0.768488 2.204836 1.775894 1.930061 0.340561
0.385154 0.805707 1.599089 0.868306 3.072174 0.162183
0.343555 0.704147 0.407386 0.556627 3.546097 0.190100
0.172033 0.866927 3.352992 1.898587 1.467385 0.497505
0.201090 0.663057 1.965975 0.977294 0.438352 0.390248
0.483524 0.900253 2.774046 1.568934 3.044393 0.080916
0.478344 0.719281 3.098042 1.682318 1.253182 0.169584
0.212341 0.856475 0.645913 0.774370 3.859224 0.347954
0.164542 0.660417 3.032713 1.350138 2.734926 0.493697
0.344584 0.923199 1.723842 1.191686 0.656214 0.301845
0.376812 0.624760 0.985786 0.883736 1.100611 0.089055
0.107707 0.961979 3.697017 1.475003 2.242724 0.398379
0.266051 0.758036 1.387121 0.650214 3.410953 0.504913
0.449241 0.820841 2.429566 1.992535 1.741482 0.197515
0.408227 0.696186 1.537162 1.539777 3.677633 0.247976
0.275818 0.934358 2.340434 1.006462 1.596174 0.439828
0.147159 0.736640 0.839863 1.869167 0.310818 0.324867
0.368607 0.898444 3.782944 0.586081 2.919606 0.146496
0.309820 0.796884 2.704137 0.838411 2.470420 0.236038
0.180559 0.835079 2.108698 1.805777 0.800033 0.543436
0.245543 0.632796 3.415176 1.069051 2.041486 0.406118
0.463889 0.994625 0.271587 1.285273 3.184515 0.096795
0.454921 0.647874 2.174306 0.626623 0.598099 0.532822
0.235742 0.985654 1.571542 1.921061 2.679543 0.231201
0.187961 0.781834 3.952850 0.952714 3.913691 0.116993
0.321175 0.844029 0.801937 1.498114 1.304888 0.432094
0.350275 0.745592 1.935157 1.420879 1.797808 0.460011
0.134248 0.883398 2.745753 1.216010 3.468181 0.273937
0.292580 0.687219 0.434025 1.659940 2.190074 0.135867
0.422695 0.949438 3.384430 0.704659 1.047031 0.320015
0.431678 0.774184 0.585899 1.139426 2.978651 0.378180
0.252344 0.810989 3.289806 1.309963 0.372595 0.063079
0.123703 0.608633 1.794729 0.816399 1.533482 0.208129
0.392073 0.971804 2.829850 1.735700 3.612180 0.509750
0.336408 0.670240 3.629765 1.845210 3.123626 0.358584
0.153975 0.907068 1.184960 0.514974 1.981498 0.174436
0.218947 0.709424 2.493269 1.609121 0.864599 0.281662
0.490469 0.872621 1.191722 1.029206 2.534056 0.467736
0.491338 0.760059 2.385940 1.306295 3.841632 0.315340
0.224529 0.821889 1.315334 1.147477 1.292353 0.125888
0.151719 0.619606 3.740587 1.726184 0.614868 0.268983
0.332616 0.957800 1.057516 0.818602 2.754005 0.448806
0.389844 0.659366 1.678670 0.506924 2.291329 0.418963
0.119884 0.921169 2.958924 1.848878 1.088791 0.113965
0.253239 0.723451 0.691142 1.027003 1.751584 0.219297
0.437235 0.861624 3.171888 1.618637 3.364293 0.530073
0.420439 0.636975 0.314306 1.913010 1.549450 0.471968
0.288787 0.999779 3.487871 0.630291 3.687671 0.292145
0.135117 0.795836 2.066036 1.495911 2.907622 0.179833
0.355858 0.833056 2.631499 0.962230 0.359259 0.369285
0.322070 0.731492 3.827208 1.212342 0.819406 0.522376
0.193517 0.894273 0.914561 1.428930 2.429368 0.211601
0.233512 0.698216 2.296112 0.695143 3.224080 0.075488
0.451102 0.935410 1.462407 1.662143 2.024288 0.380486
0.467878 0.682063 3.309733 1.002806 2.689467 0.187506
0.247992 0.945260 0.389762 1.547839 0.551260 0.500208
0.175174 0.747617 2.820508 0.576554 1.353214 0.387204
0.309145 0.884444 1.979478 1.871359 3.901592 0.084131
0.363245 0.786006 0.729242 1.797715 3.427014 0.298847
0.146461 0.849176 3.910131 0.842067 1.817066 0.480596
0.279830 0.646821 1.644180 1.283081 1.029718 0.345175
0.410654 0.983626 2.216967 1.078578 2.229523 0.157649
0.443855 0.708378 1.265512 0.766307 0.411881 0.107247
0.265375 0.870597 2.538441 1.685974 2.961174 0.410320
0.111697 0.674418 1.111113 1.189495 3.631374 0.554167
0.379262 0.912224 3.584535 1.359666 1.492251 0.241466
0.348596 0.610662 2.901637 1.471347 1.969793 0.149998
0.166969 0.972857 1.838356 0.891798 3.172345 0.337524
0.206979 0.769037 3.218076 1.983008 2.487511 0.442103
0.477646 0.806817 0.542330 0.652406 0.874817 0.260355
0.485780 0.612715 2.093361 1.095564 3.298655 0.233350
0.204883 0.950497 2.663166 1.266107 1.685960 0.546044
0.171164 0.754489 0.283718 0.860255 1.154985 0.402920
0.337972 0.816683 3.460265 1.779562 2.357537 0.099855
0.384260 0.718244 2.322810 1.889071 2.805553 0.252946
0.100264 0.856049 1.493904 0.558830 0.666431 0.434687
0.272658 0.652057 3.796449 1.565266 1.241366 0.329387
0.442617 0.914277 0.886327 0.985345 3.790659 0.141869
0.402381 0.790592 3.654215 0.670479 2.089910 0.092129
0.281641 0.827396 0.968620 1.964923 3.289715 0.395194
0.142062 0.629728 2.476486 0.908853 2.363157 0.507476
0.373714 0.992900 1.401081 1.454258 0.753209 0.194782
0.303986 0.691338 0.604486 1.377024 0.307699 0.164940
0.186396 0.928167 3.082250 1.172149 2.856077 0.352458
0.240432 0.725836 1.768475 1.703801 3.738647 0.488603
0.468984 0.889031 3.044387 0.748514 1.600440 0.306862
0.462328 0.741932 1.142160 1.589498 2.178530 0.361147
0.228357 0.879127 3.612599 1.056177 0.978739 0.171703
0.194620 0.675257 1.238644 1.819452 1.868615 0.284737
0.314506 0.938037 2.507232 0.536361 3.478577 0.464553
0.357671 0.639602 3.248377 0.788689 3.967792 0.373085
0.126848 0.976821 0.570106 1.756061 1.419429 0.068094
0.299254 0.780690 2.874482 1.118767 0.485621 0.203486
0.416038 0.843496 1.806401 1.334994 2.623843 0.514255
0.425805 0.667285 2.730418 1.632603 0.925793 0.456812
0.258239 0.905456 1.894188 0.724649 2.538502 0.276996
0.118643 0.703050 3.396562 1.399859 3.120779 0.133180
0.397123 0.864856 0.479116 1.241401 1.918241 0.322624
0.330523 0.763291 1.553917 0.933451 1.426039 0.537341
0.159856 0.801488 2.131046 1.524725 3.565176 0.226572
0.213902 0.603892 0.815440 0.600493 3.026801 0.121964
0.495530 0.965720 3.999312 1.942819 0.477522 0.426955
0.494088 0.734674 1.634402 0.527750 2.761932 0.304011
0.215535 0.897283 2.240821 1.833907 0.621879 0.491531
0.161488 0.695000 0.734800 1.041334 1.284773 0.349641
0.329078 0.932416 3.889353 1.598452 3.834967 0.167898
0.398806 0.633975 2.811059 1.320531 3.371130 0.199680
0.117154 0.996562 2.004147 1.127381 1.759337 0.502747
0.256745 0.798845 3.316077 1.747104 1.081838 0.400065
0.427485 0.836234 0.369341 0.803542 2.283460 0.087369
0.417721 0.662360 3.226481 1.226578 0.352480 0.144811
0.297762 0.924384 0.518934 1.408833 2.899927 0.326553
0.125355 0.720442 2.896537 0.716063 3.694568 0.437662
0.359351 0.858442 1.857761 1.647083 1.557262 0.250142
0.313064 0.756881 1.120104 1.933836 2.016304 0.095109
0.196255 0.818880 3.561239 0.615319 3.217012 0.407804
0.229987 0.622823 1.260540 1.510242 2.437005 0.541271
0.460883 0.960800 2.558404 0.942045 0.826128 0.238204
0.470621 0.607457 0.714323 1.770938 3.894011 0.429929
0.238994 0.969871 3.162783 0.874708 1.346550 0.119159
0.184960 0.772226 1.658593 1.251265 0.559187 0.229515
0.305627 0.809837 2.963781 1.104532 2.696479 0.534508
0.372227 0.711400 3.764097 0.970901 2.222570 0.317849
0.143747 0.873791 1.049226 1.573887 1.021849 0.138032
0.283331 0.671435 2.366649 0.549866 1.823903 0.272251
0.400896 0.909020 1.320548 1.903905 3.434766 0.461697
0.441129 0.782986 2.271558 1.439442 1.499147 0.511436
0.274345 0.845987 1.471970 0.917845 3.639185 0.206443
0.101952 0.649807 3.847742 1.956319 2.954394 0.065245
0.382775 0.986830 0.908331 0.684952 0.404186 0.376015
0.339610 0.685267 2.042068 0.739530 0.882454 0.469422
0.169724 0.948243 2.641162 1.718615 2.494233 0.279976
0.203448 0.744422 0.334970 1.157678 3.164361 0.176602
0.487420 0.881422 3.482199 1.385619 1.962725 0.356419
0.476011 0.688108 2.865033 1.862383 2.334908 0.383306
0.208421 0.925108 1.831070 0.591376 1.133271 0.072528
0.168413 0.729099 3.254722 1.533361 1.708249 0.214449
0.346966 0.892075 0.549685 1.011393 3.320027 0.519450
0.380754 0.793639 1.228866 1.063747 3.769228 0.364416
0.110013 0.830664 2.531086 1.292060 1.219020 0.184592
0.263696 0.626672 1.147717 0.833478 0.687973 0.287246
0.445348 0.989672 3.591821 1.812202 2.828011 0.476699
0.412143 0.715200 0.824431 1.345207 0.774697 0.527100
0.278147 0.852786 3.976016 1.198102 2.385560 0.222099
0.144781 0.655117 1.548946 1.677024 3.268116 0.111021
0.364740 0.917506 2.151009 0.781155 2.067395 0.421799
0.307512 0.615944 3.404966 0.643791 1.623012 0.453581
0.176615 0.953553 0.455720 1.997469 3.760304 0.264128
0.249438 0.751221 2.725319 0.876947 2.833846 0.130633
0.466246 0.813636 1.913593 1.480305 0.286384 0.310457
0.452542 0.766546 3.819959 0.809610 3.500866 0.257410
0.231875 0.804522 0.878037 1.741002 1.889988 0.444938
0.191877 0.600652 2.303520 1.133002 0.956109 0.334552
0.323505 0.962652 1.499118 1.314898 2.156816 0.152802
0.354171 0.664212 0.306899 1.603828 2.645384 0.246209
0.136605 0.902213 3.451160 1.035992 0.508079 0.549284
0.290272 0.706083 2.073284 1.840278 1.397998 0.415096
0.418751 0.868107 2.668023 0.521390 3.945446 0.102393
0.435550 0.642670 1.744507 0.947781 1.896642 0.160497
0.254726 0.980061 3.054051 1.504539 3.098264 0.342247
0.121369 0.777657 0.625150 0.621319 2.559990 0.483416
0.388153 0.840241 3.076578 1.927848 0.948197 0.295889
0.334053 0.738681 2.451931 1.653524 0.455291 0.079230
0.150082 0.876094 1.410644 0.709589 3.005485 0.391934
0.222889 0.678499 3.674750 1.414095 3.587748 0.495340
0.492775 0.941110 0.962389 1.221305 1.447696 0.192265
0.488981 0.628548 3.549110 1.489153 1.174674 0.097687
0.220634 0.990964 1.075015 0.967551 2.315886 0.405087
0.155663 0.788632 2.573740 1.906614 3.337562 0.544360
0.334924 0.826241 1.301511 0.635241 1.669021 0.235035
0.393711 0.727803 0.505429 0.689820 1.208860 0.139701
0.122263 0.890192 3.180017 1.668910 3.815831 0.331554
0.250909 0.692523 1.875383 1.207383 2.779463 0.433003
0.433318 0.930110 2.939795 1.435329 0.699850 0.254631
0.424332 0.755644 1.957227 1.721232 2.397487 0.196467
0.291142 0.818644 2.797098 0.824997 0.726199 0.505792
0.132811 0.614652 0.412143 1.300976 2.114176 0.397362
0.351916 0.951676 3.333244 1.154237 3.258135 0.089962
0.319688 0.650115 2.196188 1.020605 3.720796 0.308546
0.189645 0.913092 1.622728 1.623597 1.640268 0.486918
0.237433 0.717083 3.930779 0.500155 0.266953 0.354626
0.453435 0.854082 0.750592 1.854200 2.874840 0.162772
0.465573 0.701074 2.594241 1.182726 1.841605 0.466720
0.244051 0.863685 2.028105 1.364988 3.512907 0.282570
0.179066 0.666090 3.524999 0.759909 2.146949 0.173387
0.311500 0.903504 0.352135 1.690935 1.003005 0.359463
0.367165 0.605068 1.427339 1.977688 0.525449 0.516422
0.148794 0.967653 2.259886 0.659166 2.605992 0.201319
0.277448 0.765249 0.949759 1.466395 3.986555 0.069778
0.406782 0.802640 3.863536 0.898193 1.378683 0.371401
0.447799 0.677209 1.037095 0.571595 3.079128 0.320940
0.267683 0.939232 3.719007 1.877758 1.937930 0.134864
0.109340 0.743102 1.335882 0.997482 0.908854 0.274829
0.375367 0.881103 2.407618 1.554606 2.577410 0.458979
0.346267 0.779538 3.149280 1.276685 3.051973 0.425271
0.163052 0.841538 0.667861 1.083529 0.445016 0.123648
0.210846 0.637669 2.981405 1.790956 1.459458 0.224405
0.480024 0.975645 1.701852 0.847388 3.539086 0.539508
0.481839 0.793885 0.444046 0.903924 0.633641 0.450973
0.202578 0.831861 3.360333 1.460676 2.713269 0.266816
0.173518 0.635804 1.929385 0.665182 3.881455 0.127573
0.341864 0.997803 2.766745 1.971706 1.274498 0.313656
0.386592 0.699368 3.962055 1.697380 1.719994 0.532240
0.104183 0.937368 0.777511 0.753452 3.388549 0.217129
0.268787 0.733425 2.168176 1.370232 2.264323 0.115649
0.440236 0.895450 1.591748 1.177448 1.123125 0.417279
0.404690 0.621581 2.484622 0.853473 2.941037 0.367601
0.285585 0.958971 1.215361 1.784859 0.333164 0.181517
0.138166 0.761254 3.635079 1.089145 1.574632 0.289978
0.371356 0.823840 1.165340 1.271035 3.655175 0.474135
0.300069 0.722275 1.785981 1.559965 3.207145 0.378802
0.184066 0.859690 2.852903 0.992135 2.063200 0.077172
0.242811 0.657408 0.590656 1.884135 0.777745 0.209433
0.472853 0.920017 3.270058 0.565252 2.449047 0.524544
0.458432 0.673263 1.364182 1.394923 1.327119 0.081963
0.225999 0.910263 2.438429 1.247824 3.935006 0.389371
0.196929 0.706442 1.005649 1.627302 2.656971 0.498523
0.318451 0.869417 3.692375 0.731439 0.576442 0.189190
0.360051 0.770979 3.008960 0.594073 1.068630 0.155482
0.130716 0.808002 1.732375 1.947746 2.212589 0.347343
0.295336 0.611823 3.117547 0.926670 3.446692 0.478912
0.413707 0.974824 0.640484 1.530022 1.775405 0.300532
0.428159 0.748796 3.439487 1.812661 3.590638 0.243150
0.262132 0.886381 0.262268 0.541660 1.511024 0.552483
0.114703 0.684024 2.683817 1.583077 0.394025 0.412488
0.394818 0.946415 2.114713 1.061115 3.000997 0.105080
0.326652 0.644854 0.864074 1.113470 2.511768 0.262039
0.157474 0.982464 3.773038 1.341777 0.843226 0.440419
0.216235 0.784820 1.516284 0.783761 2.004127 0.339691
0.499449 0.847234 2.346320 1.762479 3.145339 0.147831
0.498526 0.785201 3.367443 1.174177 2.275664 0.553108
0.216850 0.848372 0.451156 1.367648 1.074957 0.242340
0.156859 0.644503 2.759179 0.756723 1.767133 0.106196
0.327575 0.981308 1.921819 1.699965 3.378011 0.411187
0.393785 0.682868 0.785050 1.974979 3.826255 0.441045
0.115256 0.946064 3.969593 0.667770 1.278807 0.261229
0.261578 0.749934 1.584666 1.457402 0.630590 0.148947
0.429192 0.886762 2.161094 0.901336 2.767896 0.338391
0.413175 0.611514 1.207795 0.568572 0.833009 0.388131
0.296342 0.973710 2.477056 1.886677 2.444802 0.083140
0.129711 0.771306 1.172450 0.988815 3.210131 0.188441
0.360583 0.809086 3.642189 1.557424 2.008509 0.499209
0.317808 0.707525 2.845821 1.267718 1.563227 0.346102
0.197874 0.869743 1.778899 1.086606 3.703279 0.156658
0.225054 0.672149 3.277596 1.788176 2.893962 0.299782
0.459075 0.909955 0.598194 0.856012 0.343768 0.479597
0.471945 0.656947 2.445537 1.527480 3.442534 0.180708
0.243441 0.918751 1.371291 0.923349 1.830755 0.368226
0.183436 0.722742 3.684807 1.950289 1.014081 0.472835
0.300977 0.860914 0.998081 0.597395 2.215718 0.291094
0.370314 0.762478 1.739915 0.733979 2.705161 0.076362
0.138711 0.824307 3.016500 1.630620 0.565123 0.379427
0.285041 0.620315 0.633403 1.245284 1.337866 0.523243
0.405732 0.958510 3.110466 1.391605 3.888074 0.210549
0.439719 0.733861 0.254700 1.765065 1.955873 0.267992
0.269808 0.896643 3.431919 0.787033 3.156595 0.449733
0.103162 0.698974 2.121821 1.339191 2.501086 0.314341
0.387110 0.936168 2.690925 1.110198 0.890223 0.126823
0.341213 0.634605 3.765957 1.058526 0.398249 0.218306
0.174453 0.997410 0.856994 1.579802 2.945711 0.531000
0.201642 0.795078 2.353860 0.544249 3.645122 0.417965
0.482490 0.832298 1.523824 1.815936 1.507830 0.114900
0.480642 0.638795 1.082581 1.432744 2.819328 0.134231
0.209926 0.976014 3.556676 1.204111 0.682037 0.321757
0.163972 0.778369 1.294401 1.671496 1.227703 0.457870
0.345649 0.841175 2.566630 0.693092 3.775166 0.276122
0.375924 0.742739 3.187099 0.637829 3.312260 0.123015
0.108310 0.879935 0.512511 1.909889 1.701396 0.426088
0.268713 0.677578 2.932257 0.964963 1.141038 0.538399
0.447242 0.940358 1.867845 1.485878 2.341759 0.225698
0.407791 0.764147 2.789988 1.856743 0.292320 0.283803
0.276918 0.802343 1.950117 0.503476 2.842529 0.465551
0.149324 0.606164 3.340810 1.621055 3.754367 0.360220
0.366156 0.967992 0.419709 1.017285 1.614329 0.172694
0.312447 0.666429 1.615190 1.151697 2.074246 0.202552
0.178427 0.904600 2.188650 1.297658 3.275883 0.515253
0.244690 0.700778 0.757674 0.827536 2.378708 0.372158
0.464625 0.862583 3.937862 1.724550 0.766929 0.069085
0.454063 0.715829 2.035673 0.894874 3.954158 0.506609
0.236522 0.853633 2.601809 1.463854 1.403964 0.195834
0.190556 0.651351 0.345027 0.662485 0.499367 0.091255
0.319061 0.913571 3.517891 1.980229 2.639420 0.396253
0.352458 0.615131 2.266966 1.694251 2.164612 0.487736
0.131766 0.952912 1.434419 0.762447 0.962989 0.307913
0.292187 0.755195 3.855996 1.361671 1.882192 0.164065
0.423790 0.817389 0.942219 1.180188 3.493985 0.353517
0.434336 0.693704 3.711898 0.850659 1.441731 0.403919
0.250389 0.930534 1.029986 1.793541 3.579037 0.098920
0.122783 0.726591 2.415186 1.080258 3.011451 0.234341
0.392694 0.889787 1.343450 1.274101 0.464003 0.545117
0.335856 0.788226 0.660321 1.551333 0.941315 0.330386
0.155008 0.825029 3.141740 0.994895 2.552193 0.140934
0.221289 0.628973 1.708933 1.881032 3.105144 0.253938
0.488048 0.992144 2.988486 0.574182 1.904438 0.433760
0.493429 0.679607 1.823532 1.808927 0.692082 0.343539
0.221956 0.941412 2.857494 0.830889 2.772611 0.159390
0.151014 0.737591 0.556768 1.295335 3.823599 0.296708
0.333399 0.875762 3.261804 1.066336 1.215712 0.482782
0.388673 0.777324 2.523976 1.014665 1.660337 0.393225
0.120352 0.839152 1.221756 1.535946 3.331625 0.078124
0.255744 0.642972 3.599387 0.588104 2.324568 0.193084
0.435030 0.981168 1.155283 1.859797 1.180610 0.494705
0.419796 0.704951 3.983098 1.483624 2.881693 0.444243
0.289730 0.867731 0.831513 0.879487 0.274722 0.258169
0.137147 0.665375 2.143471 1.994151 1.633416 0.151635
0.353125 0.902571 1.541408 0.641251 3.713030 0.335783
0.324416 0.601009 0.463286 0.777834 3.264071 0.548589
0.191250 0.963815 3.412532 1.674481 2.122859 0.246968
0.232502 0.766171 1.906483 1.201423 0.720262 0.101226
0.451631 0.803389 2.718209 1.347750 2.388804 0.416327
0.466885 0.750046 0.870497 0.518851 1.386479 0.220993
0.248490 0.813218 3.812419 1.836962 3.993436 0.528391
0.177563 0.617161 1.506199 1.038531 2.598196 0.421164
0.306873 0.953965 2.310601 1.607145 0.518568 0.111840
0.365269 0.655529 3.444051 1.317439 1.011716 0.263021
0.143772 0.918724 0.299790 1.136322 2.152914 0.454872
0.279156 0.714782 2.675591 1.738460 3.504195 0.309823
0.411614 0.851611 2.080852 0.806290 1.835639 0.131452
0.446378 0.627920 3.061131 1.223892 3.532206 0.073287
0.263139 0.990114 1.751587 1.417369 1.451663 0.382611
0.110570 0.792397 3.069038 0.707002 0.451898 0.520680
0.379724 0.830179 0.617610 1.650250 3.059770 0.213282
0.347886 0.728613 1.418212 1.925264 2.571444 0.185351
0.167795 0.890834 2.459499 0.618048 0.900142 0.363721
0.209039 0.688551 0.955281 1.507124 1.943895 0.477930
0.475090 0.926356 3.667642 0.951052 3.087839 0.286079
0.486484 0.744736 2.233739 0.800955 1.114414 0.205145
0.204100 0.882542 1.627320 1.743831 2.258358 0.512550
0.169072 0.684947 3.896891 1.129968 3.397262 0.375203
0.340545 0.947165 0.742338 1.323805 1.725960 0.065872
0.381754 0.648730 1.996581 1.601036 1.266701 0.278678
0.102469 0.986510 2.803493 1.044604 3.874574 0.470536
0.273828 0.784105 0.376451 1.831323 2.721065 0.355607
0.442150 0.846301 3.323187 0.524479 0.640522 0.177229
0.400351 0.671047 0.526472 0.944583 2.455012 0.119846
0.284373 0.907875 3.234019 1.513558 0.786457 0.429177
0.142705 0.711745 1.850678 0.612781 2.057235 0.535682
0.372772 0.874942 2.889455 1.930520 3.198433 0.228277
0.304997 0.773377 3.568350 1.644542 3.662055 0.138720
0.185867 0.810182 1.127214 0.712744 1.582428 0.317098
0.238086 0.606312 2.550838 1.411375 0.326283 0.462871
0.471252 0.969483 1.252974 1.229897 2.933240 0.271013
0.459939 0.622393 3.155702 1.900587 1.784088 0.327668
0.230629 0.959613 0.707243 0.547326 3.452630 0.143512
0.195613 0.757281 2.971321 1.577205 2.203906 0.250769
0.314008 0.820085 1.666133 0.973440 1.062694 0.436851
0.358345 0.721648 1.041658 1.107852 0.584210 0.408919
0.125888 0.858841 3.756530 1.253807 2.663823 0.093810
0.297229 0.661173 1.327656 0.871387 3.927238 0.238831
0.418727 0.923954 2.373757 1.768395 1.320267 0.540459
0.426931 0.799299 1.479510 1.388894 3.139403 0.490780
0.257778 0.837495 2.279098 1.160267 1.995444 0.304698
0.116121 0.633503 0.901250 1.715340 0.849163 0.166659
0.399360 0.995332 3.840662 0.736942 2.520451 0.350815
0.328463 0.693770 2.648270 0.681680 2.994144 0.501996
0.162411 0.931943 2.049176 1.953734 0.386257 0.200368
0.214612 0.735934 3.474631 0.921118 1.517876 0.086130
0.494703 0.897737 0.327402 1.442027 3.598405 0.401239
0.496148 0.604212 2.655628 0.982027 1.193368 0.277806
0.212982 0.966797 2.085823 1.562726 3.802170 0.456186
0.160776 0.762977 3.467347 0.562148 2.795071 0.323924
0.329905 0.800367 0.290800 1.891611 0.713626 0.132064
0.397680 0.701930 1.486794 1.782883 1.158894 0.227382
0.117614 0.864541 2.315700 0.862798 2.301937 0.536715
0.259269 0.668362 0.893893 1.262786 3.352996 0.428255
0.425248 0.905776 3.804015 1.093021 1.682624 0.120848
0.417046 0.780345 0.975702 0.751790 3.734688 0.170527
0.298724 0.842346 3.661298 1.706390 1.655990 0.362387
0.127377 0.639990 1.393543 1.168873 0.253407 0.463867
0.356663 0.977965 2.468948 1.374435 2.859463 0.285487
0.315454 0.676402 3.089816 1.450986 2.411205 0.066918
0.193981 0.938425 0.612052 0.906267 0.741748 0.374325
0.228996 0.740781 3.037277 1.968195 2.100342 0.513569
0.461381 0.878783 1.761365 0.673065 3.242470 0.204236
0.469612 0.725436 3.605059 1.332407 0.541028 0.394569
0.239521 0.887826 1.134620 1.115493 2.619740 0.092939
0.187307 0.691768 2.514312 1.758649 3.971092 0.193666
0.303359 0.929354 1.245724 0.791963 1.365051 0.508777
0.374256 0.630915 0.562998 0.538945 1.857010 0.351833
0.141017 0.993330 3.241269 1.822723 3.526482 0.165749
0.282686 0.789387 1.813968 1.053593 2.131198 0.305745
0.401840 0.826996 2.882049 1.586227 0.989085 0.489903
0.443635 0.652530 1.901269 1.945358 3.038456 0.547285
0.272138 0.915507 2.737499 0.603810 0.429668 0.232174
0.100784 0.717790 0.471576 1.522186 1.473321 0.100604
0.383242 0.854788 3.389022 0.930135 3.554779 0.402234
0.338904 0.753229 2.138614 1.238860 3.065322 0.435928
0.170509 0.816228 1.561485 1.396540 1.922293 0.251770
0.205538 0.613945 3.992203 0.727190 0.922543 0.142618
0.484847 0.950970 0.808332 1.635922 2.592930 0.328701
0.476723 0.770126 1.308251 1.616099 1.733713 0.409503
0.207594 0.807149 2.378857 1.023687 3.404100 0.107880
